month;cpv_division;division_name;tender_count
2023-07;33;Sprzęt medyczny i farmaceutyczny;667
2023-07;60;Usługi transportu drogowego;515
2023-07;71;Usługi architektoniczne i inżynieryjne;502
2023-07;30;Sprzęt komputerowy i biurowy;388
2023-07;34;Sprzęt transportowy i pojazdy;287
2023-07;15;Artykuły spożywcze i napoje;278
2023-07;39;Meble i wyposażenie wnętrz;276
2023-07;55;Usługi hotelarskie i restauracyjne;231
2023-07;79;Usługi biznesowe i doradcze;222
2023-07;90;Usługi środowiskowe i sanitarne;207
2023-07;9;Produkty naftowe, paliwa i energia;201
2023-07;48;Pakiety oprogramowania;153
2023-07;80;Usługi edukacyjne;143
2023-07;38;Sprzęt laboratoryjny i naukowy;136
2023-07;50;Usługi napraw i konserwacji;127
2023-07;72;Usługi informatyczne;97
2023-07;32;Sprzęt elektroniczny i telekomunikacyjny;95
2023-07;66;Usługi finansowe i ubezpieczeniowe;92
2023-07;42;Maszyny przemysłowe;88
2023-07;31;Sprzęt elektryczny;87
2023-07;44;Materiały budowlane;84
2023-07;85;Usługi zdrowotne i społeczne;68
2023-07;77;Usługi rolnicze i leśne;66
2023-07;24;Produkty chemiczne;54
2023-07;3;Produkty rolne, łowieckie i rybne;37
2023-07;22;Drukowane materiały i produkty poligraficzne;37
2023-07;37;Sprzęt sportowy i rekreacyjny;37
2023-07;64;Usługi pocztowe i telekomunikacyjne;37
2023-07;18;Odzież i obuwie;35
2023-07;35;Sprzęt bezpieczeństwa i ochrony;32
2023-07;43;Maszyny górnicze;31
2023-07;98;Pozostałe usługi komunalne i osobiste;31
2023-07;16;Maszyny rolnicze;26
2023-07;14;Górnictwo i minerały;25
2023-07;63;Usługi spedycji i logistyki;24
2023-07;92;Usługi rekreacyjne i kulturalne;21
2023-07;73;Usługi badawczo-rozwojowe;19
2023-07;70;Usługi w zakresie nieruchomości;16
2023-07;19;Wyroby skórzane i tekstylne;8
2023-07;75;Usługi administracji publicznej;7
2023-07;51;Usługi instalacyjne;6
2023-07;41;Woda i usługi wodne;2
2023-07;76;Usługi związane z przemysłem naftowym;1
2023-08;45;Roboty budowlane;3402
2023-08;33;Sprzęt medyczny i farmaceutyczny;685
2023-08;71;Usługi architektoniczne i inżynieryjne;404
2023-08;60;Usługi transportu drogowego;323
2023-08;30;Sprzęt komputerowy i biurowy;308
2023-08;34;Sprzęt transportowy i pojazdy;290
2023-08;15;Artykuły spożywcze i napoje;273
2023-08;39;Meble i wyposażenie wnętrz;246
2023-08;9;Produkty naftowe, paliwa i energia;235
2023-08;79;Usługi biznesowe i doradcze;225
2023-08;90;Usługi środowiskowe i sanitarne;217
2023-08;55;Usługi hotelarskie i restauracyjne;205
2023-08;48;Pakiety oprogramowania;143
2023-08;38;Sprzęt laboratoryjny i naukowy;139
2023-08;80;Usługi edukacyjne;122
2023-08;50;Usługi napraw i konserwacji;119
2023-08;32;Sprzęt elektroniczny i telekomunikacyjny;107
2023-08;31;Sprzęt elektryczny;92
2023-08;66;Usługi finansowe i ubezpieczeniowe;91
2023-08;72;Usługi informatyczne;87
2023-08;42;Maszyny przemysłowe;78
2023-08;3;Produkty rolne, łowieckie i rybne;77
2023-08;24;Produkty chemiczne;67
2023-08;77;Usługi rolnicze i leśne;65
2023-08;44;Materiały budowlane;63
2023-08;85;Usługi zdrowotne i społeczne;59
2023-08;35;Sprzęt bezpieczeństwa i ochrony;37
2023-08;37;Sprzęt sportowy i rekreacyjny;37
2023-08;14;Górnictwo i minerały;36
2023-08;22;Drukowane materiały i produkty poligraficzne;35
2023-08;16;Maszyny rolnicze;33
2023-08;98;Pozostałe usługi komunalne i osobiste;27
2023-08;18;Odzież i obuwie;26
2023-08;63;Usługi spedycji i logistyki;26
2023-08;64;Usługi pocztowe i telekomunikacyjne;23
2023-08;92;Usługi rekreacyjne i kulturalne;23
2023-08;43;Maszyny górnicze;16
2023-08;73;Usługi badawczo-rozwojowe;15
2023-08;70;Usługi w zakresie nieruchomości;14
2023-08;75;Usługi administracji publicznej;10
2023-08;51;Usługi instalacyjne;5
2023-08;19;Wyroby skórzane i tekstylne;4
2023-08;41;Woda i usługi wodne;1
2023-08;65;Usługi komunalne (gaz, woda, energia);1
2023-08;76;Usługi związane z przemysłem naftowym;1
2023-09;45;Roboty budowlane;3101
2023-09;33;Sprzęt medyczny i farmaceutyczny;676
2023-09;71;Usługi architektoniczne i inżynieryjne;420
2023-09;90;Usługi środowiskowe i sanitarne;380
2023-09;9;Produkty naftowe, paliwa i energia;338
2023-09;30;Sprzęt komputerowy i biurowy;333
2023-09;34;Sprzęt transportowy i pojazdy;332
2023-09;39;Meble i wyposażenie wnętrz;247
2023-09;79;Usługi biznesowe i doradcze;204
2023-09;15;Artykuły spożywcze i napoje;196
2023-09;38;Sprzęt laboratoryjny i naukowy;178
2023-09;48;Pakiety oprogramowania;159
2023-09;80;Usługi edukacyjne;156
2023-09;50;Usługi napraw i konserwacji;131
2023-09;55;Usługi hotelarskie i restauracyjne;129
2023-09;66;Usługi finansowe i ubezpieczeniowe;125
2023-09;32;Sprzęt elektroniczny i telekomunikacyjny;108
2023-09;31;Sprzęt elektryczny;91
2023-09;3;Produkty rolne, łowieckie i rybne;89
2023-09;72;Usługi informatyczne;84
2023-09;44;Materiały budowlane;82
2023-09;42;Maszyny przemysłowe;79
2023-09;77;Usługi rolnicze i leśne;78
2023-09;60;Usługi transportu drogowego;72
2023-09;85;Usługi zdrowotne i społeczne;59
2023-09;24;Produkty chemiczne;55
2023-09;14;Górnictwo i minerały;50
2023-09;18;Odzież i obuwie;47
2023-09;37;Sprzęt sportowy i rekreacyjny;47
2023-09;98;Pozostałe usługi komunalne i osobiste;44
2023-09;64;Usługi pocztowe i telekomunikacyjne;41
2023-09;16;Maszyny rolnicze;40
2023-09;22;Drukowane materiały i produkty poligraficzne;32
2023-09;35;Sprzęt bezpieczeństwa i ochrony;32
2023-09;43;Maszyny górnicze;29
2023-09;92;Usługi rekreacyjne i kulturalne;18
2023-09;70;Usługi w zakresie nieruchomości;17
2023-09;63;Usługi spedycji i logistyki;16
2023-09;73;Usługi badawczo-rozwojowe;13
2023-09;19;Wyroby skórzane i tekstylne;5
2023-09;51;Usługi instalacyjne;4
2023-09;75;Usługi administracji publicznej;3
2023-09;65;Usługi komunalne (gaz, woda, energia);2
2023-10;45;Roboty budowlane;3029
2023-10;33;Sprzęt medyczny i farmaceutyczny;906
2023-10;90;Usługi środowiskowe i sanitarne;819
2023-10;9;Produkty naftowe, paliwa i energia;558
2023-10;30;Sprzęt komputerowy i biurowy;428
2023-10;34;Sprzęt transportowy i pojazdy;417
2023-10;71;Usługi architektoniczne i inżynieryjne;417
2023-10;15;Artykuły spożywcze i napoje;362
2023-10;79;Usługi biznesowe i doradcze;323
2023-10;39;Meble i wyposażenie wnętrz;322
2023-10;38;Sprzęt laboratoryjny i naukowy;186
2023-10;48;Pakiety oprogramowania;186
2023-10;55;Usługi hotelarskie i restauracyjne;182
2023-10;66;Usługi finansowe i ubezpieczeniowe;171
2023-10;50;Usługi napraw i konserwacji;165
2023-10;32;Sprzęt elektroniczny i telekomunikacyjny;135
2023-10;85;Usługi zdrowotne i społeczne;114
2023-10;77;Usługi rolnicze i leśne;103
2023-10;31;Sprzęt elektryczny;92
2023-10;44;Materiały budowlane;90
2023-10;3;Produkty rolne, łowieckie i rybne;88
2023-10;64;Usługi pocztowe i telekomunikacyjne;87
2023-10;72;Usługi informatyczne;86
2023-10;60;Usługi transportu drogowego;82
2023-10;80;Usługi edukacyjne;82
2023-10;42;Maszyny przemysłowe;79
2023-10;98;Pozostałe usługi komunalne i osobiste;59
2023-10;24;Produkty chemiczne;51
2023-10;16;Maszyny rolnicze;50
2023-10;22;Drukowane materiały i produkty poligraficzne;50
2023-10;35;Sprzęt bezpieczeństwa i ochrony;48
2023-10;37;Sprzęt sportowy i rekreacyjny;43
2023-10;18;Odzież i obuwie;41
2023-10;14;Górnictwo i minerały;34
2023-10;92;Usługi rekreacyjne i kulturalne;31
2023-10;43;Maszyny górnicze;28
2023-10;70;Usługi w zakresie nieruchomości;23
2023-10;73;Usługi badawczo-rozwojowe;22
2023-10;63;Usługi spedycji i logistyki;20
2023-10;75;Usługi administracji publicznej;9
2023-10;19;Wyroby skórzane i tekstylne;8
2023-10;51;Usługi instalacyjne;8
2023-10;65;Usługi komunalne (gaz, woda, energia);2
2023-10;41;Woda i usługi wodne;1
2023-11;45;Roboty budowlane;2097
2023-11;15;Artykuły spożywcze i napoje;1045
2023-11;90;Usługi środowiskowe i sanitarne;1038
2023-11;9;Produkty naftowe, paliwa i energia;899
2023-11;33;Sprzęt medyczny i farmaceutyczny;862
2023-11;79;Usługi biznesowe i doradcze;542
2023-11;30;Sprzęt komputerowy i biurowy;486
2023-11;55;Usługi hotelarskie i restauracyjne;396
2023-11;34;Sprzęt transportowy i pojazdy;381
2023-11;71;Usługi architektoniczne i inżynieryjne;377
2023-11;66;Usługi finansowe i ubezpieczeniowe;316
2023-11;64;Usługi pocztowe i telekomunikacyjne;314
2023-11;50;Usługi napraw i konserwacji;270
2023-11;85;Usługi zdrowotne i społeczne;269
2023-11;60;Usługi transportu drogowego;264
2023-11;39;Meble i wyposażenie wnętrz;258
2023-11;38;Sprzęt laboratoryjny i naukowy;175
2023-11;48;Pakiety oprogramowania;173
2023-11;72;Usługi informatyczne;120
2023-11;32;Sprzęt elektroniczny i telekomunikacyjny;115
2023-11;98;Pozostałe usługi komunalne i osobiste;111
2023-11;3;Produkty rolne, łowieckie i rybne;98
2023-11;44;Materiały budowlane;97
2023-11;31;Sprzęt elektryczny;78
2023-11;42;Maszyny przemysłowe;72
2023-11;77;Usługi rolnicze i leśne;70
2023-11;16;Maszyny rolnicze;66
2023-11;80;Usługi edukacyjne;54
2023-11;22;Drukowane materiały i produkty poligraficzne;53
2023-11;24;Produkty chemiczne;50
2023-11;18;Odzież i obuwie;49
2023-11;35;Sprzęt bezpieczeństwa i ochrony;40
2023-11;14;Górnictwo i minerały;38
2023-11;37;Sprzęt sportowy i rekreacyjny;33
2023-11;92;Usługi rekreacyjne i kulturalne;33
2023-11;75;Usługi administracji publicznej;31
2023-11;43;Maszyny górnicze;29
2023-11;63;Usługi spedycji i logistyki;16
2023-11;70;Usługi w zakresie nieruchomości;16
2023-11;19;Wyroby skórzane i tekstylne;14
2023-11;65;Usługi komunalne (gaz, woda, energia);10
2023-11;73;Usługi badawczo-rozwojowe;8
2023-11;51;Usługi instalacyjne;5
2023-11;41;Woda i usługi wodne;3
2023-12;45;Roboty budowlane;1333
2023-12;15;Artykuły spożywcze i napoje;888
2023-12;9;Produkty naftowe, paliwa i energia;739
2023-12;90;Usługi środowiskowe i sanitarne;687
2023-12;33;Sprzęt medyczny i farmaceutyczny;559
2023-12;55;Usługi hotelarskie i restauracyjne;359
2023-12;79;Usługi biznesowe i doradcze;325
2023-12;85;Usługi zdrowotne i społeczne;312
2023-12;71;Usługi architektoniczne i inżynieryjne;297
2023-12;60;Usługi transportu drogowego;245
2023-12;34;Sprzęt transportowy i pojazdy;216
2023-12;64;Usługi pocztowe i telekomunikacyjne;213
2023-12;50;Usługi napraw i konserwacji;212
2023-12;30;Sprzęt komputerowy i biurowy;182
2023-12;66;Usługi finansowe i ubezpieczeniowe;141
2023-12;39;Meble i wyposażenie wnętrz;138
2023-12;98;Pozostałe usługi komunalne i osobiste;118
2023-12;3;Produkty rolne, łowieckie i rybne;91
2023-12;38;Sprzęt laboratoryjny i naukowy;91
2023-12;48;Pakiety oprogramowania;83
2023-12;72;Usługi informatyczne;83
2023-12;77;Usługi rolnicze i leśne;70
2023-12;24;Produkty chemiczne;52
2023-12;44;Materiały budowlane;48
2023-12;42;Maszyny przemysłowe;42
2023-12;80;Usługi edukacyjne;42
2023-12;32;Sprzęt elektroniczny i telekomunikacyjny;39
2023-12;31;Sprzęt elektryczny;29
2023-12;16;Maszyny rolnicze;28
2023-12;14;Górnictwo i minerały;27
2023-12;92;Usługi rekreacyjne i kulturalne;26
2023-12;18;Odzież i obuwie;25
2023-12;70;Usługi w zakresie nieruchomości;22
2023-12;22;Drukowane materiały i produkty poligraficzne;21
2023-12;35;Sprzęt bezpieczeństwa i ochrony;17
2023-12;43;Maszyny górnicze;17
2023-12;63;Usługi spedycji i logistyki;14
2023-12;37;Sprzęt sportowy i rekreacyjny;13
2023-12;75;Usługi administracji publicznej;12
2023-12;19;Wyroby skórzane i tekstylne;11
2023-12;65;Usługi komunalne (gaz, woda, energia);11
2023-12;73;Usługi badawczo-rozwojowe;10
2023-12;51;Usługi instalacyjne;4
2023-12;41;Woda i usługi wodne;3
2024-01;45;Roboty budowlane;2253
2024-01;33;Sprzęt medyczny i farmaceutyczny;599
2024-01;9;Produkty naftowe, paliwa i energia;385
2024-01;71;Usługi architektoniczne i inżynieryjne;366
2024-01;15;Artykuły spożywcze i napoje;364
2024-01;90;Usługi środowiskowe i sanitarne;331
2024-01;79;Usługi biznesowe i doradcze;233
2024-01;34;Sprzęt transportowy i pojazdy;219
2024-01;55;Usługi hotelarskie i restauracyjne;173
2024-01;50;Usługi napraw i konserwacji;168
2024-01;30;Sprzęt komputerowy i biurowy;148
2024-01;39;Meble i wyposażenie wnętrz;146
2024-01;85;Usługi zdrowotne i społeczne;134
2024-01;14;Górnictwo i minerały;101
2024-01;77;Usługi rolnicze i leśne;100
2024-01;66;Usługi finansowe i ubezpieczeniowe;92
2024-01;60;Usługi transportu drogowego;87
2024-01;44;Materiały budowlane;85
2024-01;72;Usługi informatyczne;77
2024-01;98;Pozostałe usługi komunalne i osobiste;75
2024-01;24;Produkty chemiczne;66
2024-01;38;Sprzęt laboratoryjny i naukowy;64
2024-01;3;Produkty rolne, łowieckie i rybne;63
2024-01;80;Usługi edukacyjne;63
2024-01;64;Usługi pocztowe i telekomunikacyjne;51
2024-01;48;Pakiety oprogramowania;38
2024-01;18;Odzież i obuwie;30
2024-01;31;Sprzęt elektryczny;28
2024-01;42;Maszyny przemysłowe;28
2024-01;63;Usługi spedycji i logistyki;28
2024-01;22;Drukowane materiały i produkty poligraficzne;24
2024-01;16;Maszyny rolnicze;20
2024-01;32;Sprzęt elektroniczny i telekomunikacyjny;17
2024-01;37;Sprzęt sportowy i rekreacyjny;16
2024-01;75;Usługi administracji publicznej;15
2024-01;92;Usługi rekreacyjne i kulturalne;15
2024-01;70;Usługi w zakresie nieruchomości;10
2024-01;43;Maszyny górnicze;9
2024-01;19;Wyroby skórzane i tekstylne;8
2024-01;35;Sprzęt bezpieczeństwa i ochrony;8
2024-01;51;Usługi instalacyjne;8
2024-01;73;Usługi badawczo-rozwojowe;7
2024-01;65;Usługi komunalne (gaz, woda, energia);5
2024-01;41;Woda i usługi wodne;3
2024-02;45;Roboty budowlane;3218
2024-02;33;Sprzęt medyczny i farmaceutyczny;773
2024-02;71;Usługi architektoniczne i inżynieryjne;603
2024-02;90;Usługi środowiskowe i sanitarne;322
2024-02;15;Artykuły spożywcze i napoje;306
2024-02;34;Sprzęt transportowy i pojazdy;273
2024-02;79;Usługi biznesowe i doradcze;271
2024-02;50;Usługi napraw i konserwacji;221
2024-02;30;Sprzęt komputerowy i biurowy;213
2024-02;55;Usługi hotelarskie i restauracyjne;197
2024-02;9;Produkty naftowe, paliwa i energia;188
2024-02;39;Meble i wyposażenie wnętrz;188
2024-02;85;Usługi zdrowotne i społeczne;148
2024-02;44;Materiały budowlane;143
2024-02;80;Usługi edukacyjne;137
2024-02;77;Usługi rolnicze i leśne;129
2024-02;14;Górnictwo i minerały;120
2024-02;60;Usługi transportu drogowego;113
2024-02;24;Produkty chemiczne;102
2024-02;66;Usługi finansowe i ubezpieczeniowe;93
2024-02;38;Sprzęt laboratoryjny i naukowy;85
2024-02;72;Usługi informatyczne;67
2024-02;42;Maszyny przemysłowe;61
2024-02;48;Pakiety oprogramowania;60
2024-02;3;Produkty rolne, łowieckie i rybne;58
2024-02;31;Sprzęt elektryczny;58
2024-02;64;Usługi pocztowe i telekomunikacyjne;47
2024-02;98;Pozostałe usługi komunalne i osobiste;43
2024-02;22;Drukowane materiały i produkty poligraficzne;41
2024-02;32;Sprzęt elektroniczny i telekomunikacyjny;39
2024-02;63;Usługi spedycji i logistyki;39
2024-02;18;Odzież i obuwie;33
2024-02;16;Maszyny rolnicze;31
2024-02;92;Usługi rekreacyjne i kulturalne;31
2024-02;43;Maszyny górnicze;26
2024-02;75;Usługi administracji publicznej;26
2024-02;70;Usługi w zakresie nieruchomości;23
2024-02;35;Sprzęt bezpieczeństwa i ochrony;18
2024-02;37;Sprzęt sportowy i rekreacyjny;18
2024-02;19;Wyroby skórzane i tekstylne;11
2024-02;73;Usługi badawczo-rozwojowe;9
2024-02;51;Usługi instalacyjne;6
2024-02;65;Usługi komunalne (gaz, woda, energia);3
2024-02;41;Woda i usługi wodne;2
2024-03;45;Roboty budowlane;3333
2024-03;33;Sprzęt medyczny i farmaceutyczny;720
2024-03;71;Usługi architektoniczne i inżynieryjne;720
2024-03;34;Sprzęt transportowy i pojazdy;297
2024-03;90;Usługi środowiskowe i sanitarne;290
2024-03;15;Artykuły spożywcze i napoje;257
2024-03;79;Usługi biznesowe i doradcze;253
2024-03;30;Sprzęt komputerowy i biurowy;221
2024-03;55;Usługi hotelarskie i restauracyjne;193
2024-03;9;Produkty naftowe, paliwa i energia;184
2024-03;39;Meble i wyposażenie wnętrz;183
2024-03;50;Usługi napraw i konserwacji;169
2024-03;77;Usługi rolnicze i leśne;152
2024-03;44;Materiały budowlane;133
2024-03;80;Usługi edukacyjne;131
2024-03;85;Usługi zdrowotne i społeczne;126
2024-03;38;Sprzęt laboratoryjny i naukowy;107
2024-03;24;Produkty chemiczne;102
2024-03;66;Usługi finansowe i ubezpieczeniowe;97
2024-03;60;Usługi transportu drogowego;90
2024-03;72;Usługi informatyczne;72
2024-03;48;Pakiety oprogramowania;65
2024-03;14;Górnictwo i minerały;63
2024-03;31;Sprzęt elektryczny;58
2024-03;18;Odzież i obuwie;55
2024-03;3;Produkty rolne, łowieckie i rybne;54
2024-03;42;Maszyny przemysłowe;53
2024-03;64;Usługi pocztowe i telekomunikacyjne;53
2024-03;22;Drukowane materiały i produkty poligraficzne;50
2024-03;32;Sprzęt elektroniczny i telekomunikacyjny;43
2024-03;98;Pozostałe usługi komunalne i osobiste;41
2024-03;63;Usługi spedycji i logistyki;39
2024-03;92;Usługi rekreacyjne i kulturalne;29
2024-03;16;Maszyny rolnicze;25
2024-03;43;Maszyny górnicze;23
2024-03;75;Usługi administracji publicznej;23
2024-03;37;Sprzęt sportowy i rekreacyjny;22
2024-03;35;Sprzęt bezpieczeństwa i ochrony;17
2024-03;19;Wyroby skórzane i tekstylne;15
2024-03;70;Usługi w zakresie nieruchomości;15
2024-03;73;Usługi badawczo-rozwojowe;13
2024-03;51;Usługi instalacyjne;5
2024-03;65;Usługi komunalne (gaz, woda, energia);3
2024-04;45;Roboty budowlane;3112
2024-04;33;Sprzęt medyczny i farmaceutyczny;771
2024-04;71;Usługi architektoniczne i inżynieryjne;622
2024-04;79;Usługi biznesowe i doradcze;296
2024-04;34;Sprzęt transportowy i pojazdy;278
2024-04;30;Sprzęt komputerowy i biurowy;276
2024-04;90;Usługi środowiskowe i sanitarne;236
2024-04;39;Meble i wyposażenie wnętrz;231
2024-04;55;Usługi hotelarskie i restauracyjne;206
2024-04;15;Artykuły spożywcze i napoje;201
2024-04;50;Usługi napraw i konserwacji;198
2024-04;9;Produkty naftowe, paliwa i energia;191
2024-04;77;Usługi rolnicze i leśne;135
2024-04;80;Usługi edukacyjne;132
2024-04;38;Sprzęt laboratoryjny i naukowy;112
2024-04;66;Usługi finansowe i ubezpieczeniowe;105
2024-04;85;Usługi zdrowotne i społeczne;99
2024-04;44;Materiały budowlane;91
2024-04;24;Produkty chemiczne;86
2024-04;72;Usługi informatyczne;83
2024-04;60;Usługi transportu drogowego;79
2024-04;31;Sprzęt elektryczny;73
2024-04;48;Pakiety oprogramowania;72
2024-04;42;Maszyny przemysłowe;58
2024-04;32;Sprzęt elektroniczny i telekomunikacyjny;50
2024-04;98;Pozostałe usługi komunalne i osobiste;50
2024-04;3;Produkty rolne, łowieckie i rybne;47
2024-04;14;Górnictwo i minerały;47
2024-04;64;Usługi pocztowe i telekomunikacyjne;47
2024-04;18;Odzież i obuwie;46
2024-04;22;Drukowane materiały i produkty poligraficzne;39
2024-04;37;Sprzęt sportowy i rekreacyjny;34
2024-04;92;Usługi rekreacyjne i kulturalne;34
2024-04;16;Maszyny rolnicze;31
2024-04;63;Usługi spedycji i logistyki;25
2024-04;35;Sprzęt bezpieczeństwa i ochrony;24
2024-04;43;Maszyny górnicze;18
2024-04;70;Usługi w zakresie nieruchomości;17
2024-04;73;Usługi badawczo-rozwojowe;17
2024-04;75;Usługi administracji publicznej;14
2024-04;19;Wyroby skórzane i tekstylne;10
2024-04;51;Usługi instalacyjne;6
2024-04;41;Woda i usługi wodne;2
2024-04;65;Usługi komunalne (gaz, woda, energia);2
2024-04;76;Usługi związane z przemysłem naftowym;1
2024-05;45;Roboty budowlane;3278
2024-05;33;Sprzęt medyczny i farmaceutyczny;744
2024-05;71;Usługi architektoniczne i inżynieryjne;546
2024-05;15;Artykuły spożywcze i napoje;353
2024-05;34;Sprzęt transportowy i pojazdy;277
2024-05;90;Usługi środowiskowe i sanitarne;259
2024-05;79;Usługi biznesowe i doradcze;234
2024-05;39;Meble i wyposażenie wnętrz;228
2024-05;30;Sprzęt komputerowy i biurowy;197
2024-05;55;Usługi hotelarskie i restauracyjne;190
2024-05;9;Produkty naftowe, paliwa i energia;175
2024-05;50;Usługi napraw i konserwacji;153
2024-05;38;Sprzęt laboratoryjny i naukowy;116
2024-05;60;Usługi transportu drogowego;105
2024-05;80;Usługi edukacyjne;103
2024-05;85;Usługi zdrowotne i społeczne;99
2024-05;66;Usługi finansowe i ubezpieczeniowe;94
2024-05;48;Pakiety oprogramowania;84
2024-05;31;Sprzęt elektryczny;75
2024-05;44;Materiały budowlane;71
2024-05;72;Usługi informatyczne;71
2024-05;77;Usługi rolnicze i leśne;63
2024-05;3;Produkty rolne, łowieckie i rybne;62
2024-05;18;Odzież i obuwie;56
2024-05;32;Sprzęt elektroniczny i telekomunikacyjny;56
2024-05;42;Maszyny przemysłowe;51
2024-05;64;Usługi pocztowe i telekomunikacyjne;51
2024-05;98;Pozostałe usługi komunalne i osobiste;48
2024-05;24;Produkty chemiczne;46
2024-05;14;Górnictwo i minerały;36
2024-05;22;Drukowane materiały i produkty poligraficzne;36
2024-05;92;Usługi rekreacyjne i kulturalne;31
2024-05;35;Sprzęt bezpieczeństwa i ochrony;29
2024-05;37;Sprzęt sportowy i rekreacyjny;27
2024-05;43;Maszyny górnicze;24
2024-05;16;Maszyny rolnicze;23
2024-05;63;Usługi spedycji i logistyki;23
2024-05;73;Usługi badawczo-rozwojowe;20
2024-05;75;Usługi administracji publicznej;19
2024-05;51;Usługi instalacyjne;12
2024-05;19;Wyroby skórzane i tekstylne;10
2024-05;70;Usługi w zakresie nieruchomości;8
2024-05;41;Woda i usługi wodne;1
2024-05;65;Usługi komunalne (gaz, woda, energia);1
2024-06;45;Roboty budowlane;4273
2024-06;33;Sprzęt medyczny i farmaceutyczny;753
2024-06;71;Usługi architektoniczne i inżynieryjne;607
2024-06;15;Artykuły spożywcze i napoje;360
2024-06;34;Sprzęt transportowy i pojazdy;298
2024-06;60;Usługi transportu drogowego;278
2024-06;90;Usługi środowiskowe i sanitarne;253
2024-06;39;Meble i wyposażenie wnętrz;250
2024-06;55;Usługi hotelarskie i restauracyjne;230
2024-06;30;Sprzęt komputerowy i biurowy;228
2024-06;79;Usługi biznesowe i doradcze;212
2024-06;50;Usługi napraw i konserwacji;177
2024-06;9;Produkty naftowe, paliwa i energia;173
2024-06;38;Sprzęt laboratoryjny i naukowy;135
2024-06;80;Usługi edukacyjne;108
2024-06;48;Pakiety oprogramowania;98
2024-06;66;Usługi finansowe i ubezpieczeniowe;97
2024-06;85;Usługi zdrowotne i społeczne;96
2024-06;44;Materiały budowlane;87
2024-06;31;Sprzęt elektryczny;84
2024-06;3;Produkty rolne, łowieckie i rybne;80
2024-06;42;Maszyny przemysłowe;78
2024-06;72;Usługi informatyczne;76
2024-06;32;Sprzęt elektroniczny i telekomunikacyjny;73
2024-06;77;Usługi rolnicze i leśne;69
2024-06;24;Produkty chemiczne;66
2024-06;64;Usługi pocztowe i telekomunikacyjne;51
2024-06;98;Pozostałe usługi komunalne i osobiste;47
2024-06;18;Odzież i obuwie;46
2024-06;37;Sprzęt sportowy i rekreacyjny;41
2024-06;92;Usługi rekreacyjne i kulturalne;35
2024-06;14;Górnictwo i minerały;33
2024-06;35;Sprzęt bezpieczeństwa i ochrony;33
2024-06;22;Drukowane materiały i produkty poligraficzne;31
2024-06;16;Maszyny rolnicze;25
2024-06;63;Usługi spedycji i logistyki;22
2024-06;75;Usługi administracji publicznej;21
2024-06;43;Maszyny górnicze;18
2024-06;73;Usługi badawczo-rozwojowe;17
2024-06;70;Usługi w zakresie nieruchomości;16
2024-06;19;Wyroby skórzane i tekstylne;14
2024-06;51;Usługi instalacyjne;8
2024-06;41;Woda i usługi wodne;3
2024-06;65;Usługi komunalne (gaz, woda, energia);1
2024-07;45;Roboty budowlane;4618
2024-07;33;Sprzęt medyczny i farmaceutyczny;726
2024-07;71;Usługi architektoniczne i inżynieryjne;710
2024-07;60;Usługi transportu drogowego;581
2024-07;34;Sprzęt transportowy i pojazdy;383
2024-07;55;Usługi hotelarskie i restauracyjne;326
2024-07;39;Meble i wyposażenie wnętrz;325
2024-07;15;Artykuły spożywcze i napoje;312
2024-07;30;Sprzęt komputerowy i biurowy;289
2024-07;79;Usługi biznesowe i doradcze;251
2024-07;90;Usługi środowiskowe i sanitarne;232
2024-07;9;Produkty naftowe, paliwa i energia;180
2024-07;50;Usługi napraw i konserwacji;149
2024-07;38;Sprzęt laboratoryjny i naukowy;137
2024-07;80;Usługi edukacyjne;128
2024-07;85;Usługi zdrowotne i społeczne;117
2024-07;48;Pakiety oprogramowania;116
2024-07;31;Sprzęt elektryczny;106
2024-07;44;Materiały budowlane;92
2024-07;42;Maszyny przemysłowe;91
2024-07;66;Usługi finansowe i ubezpieczeniowe;84
2024-07;72;Usługi informatyczne;79
2024-07;32;Sprzęt elektroniczny i telekomunikacyjny;69
2024-07;77;Usługi rolnicze i leśne;67
2024-07;24;Produkty chemiczne;62
2024-07;3;Produkty rolne, łowieckie i rybne;57
2024-07;18;Odzież i obuwie;49
2024-07;64;Usługi pocztowe i telekomunikacyjne;49
2024-07;37;Sprzęt sportowy i rekreacyjny;45
2024-07;98;Pozostałe usługi komunalne i osobiste;45
2024-07;63;Usługi spedycji i logistyki;42
2024-07;22;Drukowane materiały i produkty poligraficzne;36
2024-07;14;Górnictwo i minerały;35
2024-07;92;Usługi rekreacyjne i kulturalne;34
2024-07;16;Maszyny rolnicze;30
2024-07;35;Sprzęt bezpieczeństwa i ochrony;30
2024-07;70;Usługi w zakresie nieruchomości;19
2024-07;43;Maszyny górnicze;18
2024-07;73;Usługi badawczo-rozwojowe;17
2024-07;51;Usługi instalacyjne;9
2024-07;19;Wyroby skórzane i tekstylne;7
2024-07;75;Usługi administracji publicznej;3
2024-07;41;Woda i usługi wodne;1
2024-07;65;Usługi komunalne (gaz, woda, energia);1
2024-08;45;Roboty budowlane;2733
2024-08;33;Sprzęt medyczny i farmaceutyczny;666
2024-08;71;Usługi architektoniczne i inżynieryjne;573
2024-08;34;Sprzęt transportowy i pojazdy;397
2024-08;60;Usługi transportu drogowego;293
2024-08;39;Meble i wyposażenie wnętrz;263
2024-08;55;Usługi hotelarskie i restauracyjne;251
